lesson_id,module_slug,subject,grade_band,total_linked_questions,flagged_linked_questions,blocked_linked_questions,generic_linked_questions,blocked_rate,all_linked_questions_blocked,reason_codes,flagged_question_ids,lesson_title
773,11-mathematics-algebra-hs-pathways-rational-radical-functions,Mathematics,11,24,0,0,0,0,false,,,Intro: Rational/ Radical Functions (Grade 11)
774,11-mathematics-data-and-probability-statistics-confidence-intervals-and-hypothesis-tests-intro-hs-stats,Mathematics,11,28,0,0,0,0,false,,,Intro: Confidence Intervals & Hypothesis Tests (intro HS Stats) (Grade 11)
775,11-mathematics-data-and-probability-statistics-descriptive-inferential-statistics,Mathematics,11,20,0,0,0,0,false,,,Intro: Descriptive/Inferential Statistics (Grade 11)
776,11-mathematics-data-and-probability-statistics-normal-distribution,Mathematics,11,24,0,0,0,0,false,,,Intro: Normal Distribution (Grade 11)
777,11-mathematics-geometry-and-measurement-conic-sections,Mathematics,11,28,0,0,0,0,false,,,Intro: Conic Sections (Grade 11)
778,11-mathematics-geometry-and-measurement-euclidean-proofs,Mathematics,11,28,0,0,0,0,false,,,Intro: Euclidean Proofs (Grade 11)
779,11-mathematics-geometry-and-measurement-trigonometry-right-units,Mathematics,11,28,0,0,0,0,false,,,Intro: Trigonometry (right/units) (Grade 11)
780,11-mathematics-geometry-and-measurement-vectors,Mathematics,11,28,0,0,0,0,false,,,Intro: Vectors (Grade 11)
781,11-mathematics-number-and-operations-complex-numbers,Mathematics,11,24,0,0,0,0,false,,,Intro: Complex Numbers (Grade 11)
782,11-mathematics-number-and-operations-exponential-logarithmic-functions,Mathematics,11,28,0,0,0,0,false,,,Intro: Exponential/Logarithmic Functions (Grade 11)
783,11-mathematics-number-and-operations-matrices-optional,Mathematics,11,24,0,0,0,0,false,,,Intro: Matrices (optional) (Grade 11)
784,11-mathematics-number-and-operations-polynomial-and-rational-expressions,Mathematics,11,24,0,0,0,0,false,,,Intro: Polynomial & Rational Expressions (Grade 11)
785,11-mathematics-number-and-operations-sequences-and-series,Mathematics,11,28,0,0,0,0,false,,,Intro: Sequences & Series (Grade 11)
786,11-mathematics-precalculus-calculus-advanced-hs-integrals-intro,Mathematics,11,28,0,0,0,0,false,,,Intro: Integrals (intro) (Grade 11)
787,11-mathematics-precalculus-calculus-advanced-hs-limits,Mathematics,11,28,0,0,0,0,false,,,Intro: Limits (Grade 11)
788,11-mathematics-precalculus-calculus-advanced-hs-parametric-polar-optional,Mathematics,11,28,0,0,0,0,false,,,Intro: Parametric/Polar (optional) (Grade 11)
789,11-mathematics-precalculus-calculus-advanced-hs-trigonometric-identities,Mathematics,11,24,0,0,0,0,false,,,Intro: Trigonometric Identities (Grade 11)
790,11-science-earth-and-space-astronomy-astrophysics-intro,Science,11,28,0,0,0,0,false,,,Intro: Astronomy/Astrophysics (intro) (Grade 11)
791,11-science-earth-and-space-climate-science,Science,11,28,0,0,0,0,false,,,Intro: Climate Science (Grade 11)
792,11-science-earth-and-space-geology-minerals-rocks,Science,11,32,0,0,0,0,false,,,Intro: Geology (minerals/rocks) (Grade 11)
793,11-science-earth-and-space-oceanography-atmospheric-science,Science,11,24,0,0,0,0,false,,,Intro: Oceanography/Atmospheric Science (Grade 11)
794,11-science-engineering-practices-computational-modeling-intro,Science,11,24,0,0,0,0,false,,,Intro: Computational Modeling (intro) (Grade 11)
795,11-science-engineering-practices-experiment-design-and-statistics-in-labs,Science,11,20,0,0,0,0,false,,,Intro: Experiment Design & Statistics in Labs (Grade 11)
796,11-science-life-science-biochemistry-intro,Science,11,28,0,0,0,0,false,,,Intro: Biochemistry (intro) (Grade 11)
797,11-science-life-science-ecology-population-community,Science,11,24,0,0,0,0,false,,,Intro: Ecology (population/community) (Grade 11)
798,11-science-life-science-physiology,Science,11,24,0,0,0,0,false,,,Intro: Physiology (Grade 11)
799,11-science-physical-science-chemistry-stoichiometry-equilibrium-acids-bases,Science,11,28,0,0,0,0,false,,,Intro: Chemistry: Stoichiometry/Equilibrium/Acids-Bases (Grade 11)
800,11-science-physical-science-electricity-and-magnetism,Science,11,24,0,0,0,0,false,,,Intro: Electricity & Magnetism (Grade 11)
801,11-science-physical-science-mechanics,Science,11,20,0,0,0,0,false,,,Intro: Mechanics (Grade 11)
802,11-science-physical-science-thermodynamics,Science,11,28,0,0,0,0,false,,,Intro: Thermodynamics (Grade 11)
803,11-science-physical-science-waves-and-optics,Science,11,24,0,0,0,0,false,,,Intro: Waves & Optics (Grade 11)
804,11-social-studies-civics-and-government-comparative-government,Social Studies,11,24,0,0,0,0,false,,,Intro: Comparative Government (Grade 11)
805,11-social-studies-civics-and-government-us-government-institutions-policy,Social Studies,11,24,0,0,0,0,false,,,"Intro: US Government (institutions, policy) (Grade 11)"
806,11-social-studies-economics-and-financial-literacy-macro-micro-openstax-where-applicable,Social Studies,11,20,0,0,0,0,false,,,Intro: Macro/Micro (OpenStax where applicable) (Grade 11)
807,11-social-studies-world-history-and-geography-modern-era-globalization-human-geography,Social Studies,11,24,0,0,0,0,false,,,"Intro: Modern Era, Globalization, Human Geography (Grade 11)"
808,12-electives-computer-science-cs-principles-data-structures-intro-web-dev-basics,Electives,12,24,0,0,0,0,false,,,"Intro: CS Principles, Data Structures (intro), Web Dev Basics (Grade 12)"
809,12-english-language-arts-reading-literature-world-lit-pd-where-possible,English Language Arts,12,24,0,0,0,0,false,,,Intro: World Lit (PD where possible) (Grade 12)
810,12-mathematics-geometry-and-measurement-transformations-advanced,Mathematics,12,36,0,0,0,0,false,,,Intro: Transformations (advanced) (Grade 12)
811,12-science-engineering-practices-systems-design,Science,12,32,0,0,0,0,false,,,Intro: Systems Design (Grade 12)
812,12-social-studies-us-history-thematic-ap-style-depth-pd-docs,Social Studies,12,28,0,0,0,0,false,,,Intro: Thematic/AP-style depth (PD docs) (Grade 12)
813,2-electives-arts-and-music-colors-shapes-in-art,Electives,2,20,0,0,0,0,false,,,Intro: Colors/Shapes in Art (Grade 2)
814,2-electives-arts-and-music-rhythm-and-melody,Electives,2,12,0,0,0,0,false,,,Intro: Rhythm & Melody (Grade 2)
818,k-electives-arts-and-music-colors-shapes-in-art,Electives,K,4,0,0,0,0,false,,,Intro: Colors/Shapes in Art (Grade K)
819,k-electives-arts-and-music-rhythm-and-melody,Electives,K,4,0,0,0,0,false,,,Intro: Rhythm & Melody (Grade K)
820,2-electives-computer-science-patterns-and-sequencing,Electives,2,16,0,0,0,0,false,,,Intro: Patterns & Sequencing (Grade 2)
825,k-electives-computer-science-algorithms-unplugged,Electives,K,4,0,0,0,0,false,,,Intro: Algorithms (unplugged) (Grade K)
826,k-electives-computer-science-patterns-and-sequencing,Electives,K,4,0,0,0,0,false,,,Intro: Patterns & Sequencing (Grade K)
827,2-electives-health-and-pe-movement-safety-hygiene,Electives,2,24,0,0,0,0,false,,,"Intro: Movement, Safety, Hygiene (Grade 2)"
829,2-english-language-arts-reading-informational-simple-nonfiction-animals-places,English Language Arts,2,16,0,0,0,0,false,,,"Intro: Simple Nonfiction (animals, places) (Grade 2)"
830,k-english-language-arts-reading-informational-simple-nonfiction-animals-places,English Language Arts,K,4,0,0,0,0,false,,,"Intro: Simple Nonfiction (animals, places) (Grade K)"
831,2-english-language-arts-reading-literature-fables-and-folktales-pd,English Language Arts,2,16,0,0,0,0,false,,,Intro: Fables & Folktales (PD) (Grade 2)
832,k-english-language-arts-reading-literature-fables-and-folktales-pd,English Language Arts,K,4,0,0,0,0,false,,,Intro: Fables & Folktales (PD) (Grade K)
833,k-english-language-arts-reading-literature-picture-books-pd,English Language Arts,K,4,0,0,0,0,false,,,Intro: Picture Books (PD) (Grade K)
834,k-english-language-arts-reading-literature-poetry-short-forms,English Language Arts,K,4,0,0,0,0,false,,,Intro: Poetry (short forms) (Grade K)
835,2-english-language-arts-speaking-and-listening-show-and-tell-retelling,English Language Arts,2,16,0,0,0,0,false,,,"Intro: Show & Tell, Retelling (Grade 2)"
836,2-english-language-arts-vocabulary-sight-words-and-phonics,English Language Arts,2,20,0,0,0,0,false,,,Intro: Sight Words & Phonics (Grade 2)
837,k-english-language-arts-vocabulary-sight-words-and-phonics,English Language Arts,K,4,0,0,0,0,false,,,Intro: Sight Words & Phonics (Grade K)
838,2-english-language-arts-writing-and-grammar-handwriting-sentences-capitalization-punctuation,English Language Arts,2,20,0,0,0,0,false,,,"Intro: Handwriting, Sentences, Capitalization/Punctuation (Grade 2)"
839,k-english-language-arts-writing-and-grammar-handwriting-sentences-capitalization-punctuation,English Language Arts,K,4,0,0,0,0,false,,,"Intro: Handwriting, Sentences, Capitalization/Punctuation (Grade K)"
840,2-mathematics-data-and-probability-statistics-categorize-and-tally,Mathematics,2,16,0,0,0,0,false,,,Intro: Categorize & Tally (Grade 2)
841,2-mathematics-data-and-probability-statistics-describe-data-more-less,Mathematics,2,20,0,0,0,0,false,,,Intro: Describe Data (more/less) (Grade 2)
842,2-mathematics-data-and-probability-statistics-picture-bar-graphs-intro,Mathematics,2,16,0,0,0,0,false,,,Intro: Picture/Bar Graphs (intro) (Grade 2)
843,2-mathematics-data-and-probability-statistics-simple-probability-informal,Mathematics,2,12,0,0,0,0,false,,,Intro: Simple Probability (informal) (Grade 2)
844,k-mathematics-data-and-probability-statistics-categorize-and-tally,Mathematics,K,4,0,0,0,0,false,,,Intro: Categorize & Tally (Grade K)
845,k-mathematics-data-and-probability-statistics-describe-data-more-less,Mathematics,K,4,0,0,0,0,false,,,Intro: Describe Data (more/less) (Grade K)
846,k-mathematics-data-and-probability-statistics-picture-bar-graphs-intro,Mathematics,K,4,0,0,0,0,false,,,Intro: Picture/Bar Graphs (intro) (Grade K)
847,k-mathematics-data-and-probability-statistics-simple-probability-informal,Mathematics,K,4,0,0,0,0,false,,,Intro: Simple Probability (informal) (Grade K)
848,2-mathematics-geometry-and-measurement-perimeter-intro,Mathematics,2,20,0,0,0,0,false,,,Intro: Perimeter (intro) (Grade 2)
849,2-mathematics-geometry-and-measurement-time-and-money-intro,Mathematics,2,20,0,0,0,0,false,,,Intro: Time & Money (intro) (Grade 2)
850,k-mathematics-geometry-and-measurement-2d-3d-shapes-and-attributes,Mathematics,K,4,0,0,0,0,false,,,Intro: 2D/3D Shapes & Attributes (Grade K)
851,k-mathematics-geometry-and-measurement-length-weight-capacity-non-standard-standard,Mathematics,K,4,0,0,0,0,false,,,Intro: Length/Weight/Capacity (non-standard/standard) (Grade K)
852,k-mathematics-geometry-and-measurement-time-and-money-intro,Mathematics,K,4,0,0,0,0,false,,,Intro: Time & Money (intro) (Grade K)
853,2-mathematics-number-and-operations-addition-subtraction-within-20,Mathematics,2,12,0,0,0,0,false,,,Intro: Addition/Subtraction within 20 (Grade 2)
854,2-mathematics-number-and-operations-compare-numbers,Mathematics,2,16,0,0,0,0,false,,,Intro: Compare Numbers (Grade 2)
855,2-mathematics-number-and-operations-counting-and-cardinality,Mathematics,2,16,0,0,0,0,false,,,Intro: Counting & Cardinality (Grade 2)
856,2-mathematics-number-and-operations-place-value-tens-ones,Mathematics,2,20,0,0,0,0,false,,,Intro: Place Value (tens/ones) (Grade 2)
857,2-mathematics-number-and-operations-skip-counting,Mathematics,2,16,0,0,0,0,false,,,Intro: Skip Counting (Grade 2)
858,k-mathematics-number-and-operations-addition-subtraction-within-20,Mathematics,K,4,0,0,0,0,false,,,Intro: Addition/Subtraction within 20 (Grade K)
859,k-mathematics-number-and-operations-compare-numbers,Mathematics,K,4,0,0,0,0,false,,,Intro: Compare Numbers (Grade K)
860,k-mathematics-number-and-operations-counting-and-cardinality,Mathematics,K,4,0,0,0,0,false,,,Intro: Counting & Cardinality (Grade K)
861,k-mathematics-number-and-operations-place-value-tens-ones,Mathematics,K,4,0,0,0,0,false,,,Intro: Place Value (tens/ones) (Grade K)
862,k-mathematics-number-and-operations-skip-counting,Mathematics,K,4,0,0,0,0,false,,,Intro: Skip Counting (Grade K)
863,2-science-earth-and-space-earth-materials-rocks-soil,Science,2,24,0,0,0,0,false,,,Intro: Earth Materials (rocks/soil) (Grade 2)
864,2-science-earth-and-space-sun-moon-stars-patterns,Science,2,16,0,0,0,0,false,,,Intro: Sun/Moon/Stars (patterns) (Grade 2)
865,2-science-earth-and-space-weather-and-seasons,Science,2,24,0,0,0,0,false,,,Intro: Weather & Seasons (Grade 2)
866,k-science-earth-and-space-earth-materials-rocks-soil,Science,K,4,0,0,0,0,false,,,Intro: Earth Materials (rocks/soil) (Grade K)
867,k-science-earth-and-space-sun-moon-stars-patterns,Science,K,4,0,0,0,0,false,,,Intro: Sun/Moon/Stars (patterns) (Grade K)
868,k-science-earth-and-space-weather-and-seasons,Science,K,4,0,0,0,0,false,,,Intro: Weather & Seasons (Grade K)
869,2-science-engineering-practices-ask-imagine-plan-create-test-design-cycle,Science,2,20,0,0,0,0,false,,,Intro: Ask/Imagine/Plan/Create/Test (Design Cycle) (Grade 2)
870,k-science-engineering-practices-ask-imagine-plan-create-test-design-cycle,Science,K,4,0,0,0,0,false,,,Intro: Ask/Imagine/Plan/Create/Test (Design Cycle) (Grade K)
871,2-science-life-science-habitats,Science,2,12,0,0,0,0,false,,,Intro: Habitats (Grade 2)
872,2-science-life-science-life-cycles,Science,2,20,0,0,0,0,false,,,Intro: Life Cycles (Grade 2)
873,2-science-life-science-plants-animals-needs,Science,2,12,0,0,0,0,false,,,Intro: Plants/Animals Needs (Grade 2)
874,k-science-life-science-life-cycles,Science,K,4,0,0,0,0,false,,,Intro: Life Cycles (Grade K)
875,k-science-life-science-plants-animals-needs,Science,K,4,0,0,0,0,false,,,Intro: Plants/Animals Needs (Grade K)
876,2-science-physical-science-forces-and-motion-push-pull,Science,2,20,0,0,0,0,false,,,Intro: Forces & Motion (push/pull) (Grade 2)
877,2-science-physical-science-light-and-sound,Science,2,20,0,0,0,0,false,,,Intro: Light & Sound (Grade 2)
878,2-science-physical-science-matter-properties-solids-liquids-gases,Science,2,20,0,0,0,0,false,,,Intro: Matter Properties (solids/liquids/gases) (Grade 2)
879,k-science-physical-science-energy-heat-sun,Science,K,4,0,0,0,0,false,,,Intro: Energy (heat/sun) (Grade K)
880,k-science-physical-science-forces-and-motion-push-pull,Science,K,4,0,0,0,0,false,,,Intro: Forces & Motion (push/pull) (Grade K)
881,k-science-physical-science-light-and-sound,Science,K,4,0,0,0,0,false,,,Intro: Light & Sound (Grade K)
882,k-science-physical-science-matter-properties-solids-liquids-gases,Science,K,4,0,0,0,0,false,,,Intro: Matter Properties (solids/liquids/gases) (Grade K)
883,2-social-studies-civics-and-government-rules-and-community,Social Studies,2,24,0,0,0,0,false,,,Intro: Rules & Community (Grade 2)
884,2-social-studies-civics-and-government-symbols-and-holidays,Social Studies,2,20,0,0,0,0,false,,,Intro: Symbols & Holidays (Grade 2)
885,k-social-studies-civics-and-government-rules-and-community,Social Studies,K,4,0,0,0,0,false,,,Intro: Rules & Community (Grade K)
886,k-social-studies-civics-and-government-symbols-and-holidays,Social Studies,K,4,0,0,0,0,false,,,Intro: Symbols & Holidays (Grade K)
887,2-social-studies-economics-and-financial-literacy-needs-vs-wants,Social Studies,2,8,0,0,0,0,false,,,Intro: Needs vs Wants (Grade 2)
888,k-social-studies-economics-and-financial-literacy-choices-and-trade,Social Studies,K,4,0,0,0,0,false,,,Intro: Choices & Trade (Grade K)
889,k-social-studies-economics-and-financial-literacy-needs-vs-wants,Social Studies,K,4,0,0,0,0,false,,,Intro: Needs vs Wants (Grade K)
890,2-social-studies-us-history-national-symbols,Social Studies,2,16,0,0,0,0,false,,,Intro: National Symbols (Grade 2)
891,2-social-studies-us-history-personal-family-history,Social Studies,2,16,0,0,0,0,false,,,Intro: Personal/Family History (Grade 2)
892,k-social-studies-us-history-personal-family-history,Social Studies,K,4,0,0,0,0,false,,,Intro: Personal/Family History (Grade K)
893,2-social-studies-world-history-and-geography-cultures-intro,Social Studies,2,20,0,0,0,0,false,,,Intro: Cultures (intro) (Grade 2)
894,k-social-studies-world-history-and-geography-cultures-intro,Social Studies,K,4,0,0,0,0,false,,,Intro: Cultures (intro) (Grade K)
895,k-social-studies-world-history-and-geography-maps-globes-basic,Social Studies,K,4,0,0,0,0,false,,,Intro: Maps/Globes (basic) (Grade K)
903,9-electives-computer-science-cs-principles-data-structures-intro-web-dev-basics,Electives,9,24,0,0,0,0,false,,,"Intro: CS Principles, Data Structures (intro), Web Dev Basics (Grade 9)"
907,9-electives-financial-literacy-elective-investing-basics,Electives,9,24,0,0,0,0,false,,,Intro: Investing Basics (Grade 9)
908,9-electives-financial-literacy-elective-taxes-credit-debt,Electives,9,28,0,0,0,0,false,,,Intro: Taxes/Credit/Debt (Grade 9)
913,9-electives-health-and-pe-wellness-mental-health-basics-cpr-aed-awareness,Electives,9,28,0,0,0,0,false,,,"Intro: Wellness, Mental Health Basics, CPR/AED awareness (Grade 9)"
914,9-english-language-arts-reading-informational-literary-nonfiction-pd-open,English Language Arts,9,24,0,0,0,0,false,,,Intro: Literary Nonfiction (PD/open) (Grade 9)
915,9-english-language-arts-reading-informational-primary-sources-pd,English Language Arts,9,20,0,0,0,0,false,,,Intro: Primary Sources (PD) (Grade 9)
916,9-english-language-arts-reading-informational-rhetoric-and-argument,English Language Arts,9,16,0,0,0,0,false,,,Intro: Rhetoric & Argument (Grade 9)
917,9-english-language-arts-reading-literature-american-british-lit-pd-works,English Language Arts,9,24,0,0,0,0,false,,,Intro: American/British Lit (PD works) (Grade 9)
918,9-english-language-arts-reading-literature-poetry-drama-pd,English Language Arts,9,24,0,0,0,0,false,,,Intro: Poetry/Drama (PD) (Grade 9)
919,9-english-language-arts-reading-literature-world-lit-pd-where-possible,English Language Arts,9,24,0,0,0,0,false,,,Intro: World Lit (PD where possible) (Grade 9)
920,9-english-language-arts-speaking-and-listening-seminars-academic-discussions-formal-presentations,English Language Arts,9,20,0,0,0,0,false,,,"Intro: Seminars, Academic Discussions, Formal Presentations (Grade 9)"
921,9-english-language-arts-vocabulary-discipline-specific-terms-test-prep,English Language Arts,9,28,0,0,0,0,false,,,"Intro: Discipline-Specific Terms, Test Prep (Grade 9)"
922,9-mathematics-algebra-hs-pathways-modeling-and-applications,Mathematics,9,20,0,0,0,0,false,,,Intro: Modeling & Applications (Grade 9)
923,9-mathematics-algebra-hs-pathways-piecewise-absolute-value,Mathematics,9,24,0,0,0,0,false,,,Intro: Piecewise/Absolute Value (Grade 9)
924,9-mathematics-algebra-hs-pathways-polynomial-polynomial-identities,Mathematics,9,28,0,0,0,0,false,,,Intro: Polynomial/Polynomial Identities (Grade 9)
925,9-mathematics-algebra-hs-pathways-rational-radical-functions,Mathematics,9,24,0,0,0,0,false,,,Intro: Rational/ Radical Functions (Grade 9)
926,9-mathematics-data-and-probability-statistics-confidence-intervals-and-hypothesis-tests-intro-hs-stats,Mathematics,9,28,0,0,0,0,false,,,Intro: Confidence Intervals & Hypothesis Tests (intro HS Stats) (Grade 9)
927,9-mathematics-data-and-probability-statistics-descriptive-inferential-statistics,Mathematics,9,20,0,0,0,0,false,,,Intro: Descriptive/Inferential Statistics (Grade 9)
928,9-mathematics-data-and-probability-statistics-normal-distribution,Mathematics,9,24,0,0,0,0,false,,,Intro: Normal Distribution (Grade 9)
929,9-mathematics-data-and-probability-statistics-regression-linear-multiple,Mathematics,9,24,0,0,0,0,false,,,Intro: Regression (linear/multiple) (Grade 9)
930,9-mathematics-geometry-and-measurement-conic-sections,Mathematics,9,28,0,0,0,0,false,,,Intro: Conic Sections (Grade 9)
931,9-mathematics-geometry-and-measurement-euclidean-proofs,Mathematics,9,28,0,0,0,0,false,,,Intro: Euclidean Proofs (Grade 9)
932,9-mathematics-geometry-and-measurement-transformations-advanced,Mathematics,9,36,0,0,0,0,false,,,Intro: Transformations (advanced) (Grade 9)
933,9-mathematics-geometry-and-measurement-trigonometry-right-units,Mathematics,9,28,0,0,0,0,false,,,Intro: Trigonometry (right/units) (Grade 9)
934,9-mathematics-geometry-and-measurement-vectors,Mathematics,9,28,0,0,0,0,false,,,Intro: Vectors (Grade 9)
935,9-mathematics-number-and-operations-complex-numbers,Mathematics,9,24,0,0,0,0,false,,,Intro: Complex Numbers (Grade 9)
936,9-mathematics-number-and-operations-exponential-logarithmic-functions,Mathematics,9,28,0,0,0,0,false,,,Intro: Exponential/Logarithmic Functions (Grade 9)
937,9-mathematics-number-and-operations-matrices-optional,Mathematics,9,24,0,0,0,0,false,,,Intro: Matrices (optional) (Grade 9)
938,9-mathematics-number-and-operations-polynomial-and-rational-expressions,Mathematics,9,24,0,0,0,0,false,,,Intro: Polynomial & Rational Expressions (Grade 9)
939,9-mathematics-number-and-operations-sequences-and-series,Mathematics,9,28,0,0,0,0,false,,,Intro: Sequences & Series (Grade 9)
940,9-mathematics-precalculus-calculus-advanced-hs-derivatives-intro,Mathematics,9,16,0,0,0,0,false,,,Intro: Derivatives (intro) (Grade 9)
941,9-mathematics-precalculus-calculus-advanced-hs-integrals-intro,Mathematics,9,28,0,0,0,0,false,,,Intro: Integrals (intro) (Grade 9)
942,9-mathematics-precalculus-calculus-advanced-hs-limits,Mathematics,9,28,0,0,0,0,false,,,Intro: Limits (Grade 9)
943,9-mathematics-precalculus-calculus-advanced-hs-parametric-polar-optional,Mathematics,9,28,0,0,0,0,false,,,Intro: Parametric/Polar (optional) (Grade 9)
944,9-mathematics-precalculus-calculus-advanced-hs-trigonometric-identities,Mathematics,9,24,0,0,0,0,false,,,Intro: Trigonometric Identities (Grade 9)
945,9-science-earth-and-space-astronomy-astrophysics-intro,Science,9,28,0,0,0,0,false,,,Intro: Astronomy/Astrophysics (intro) (Grade 9)
946,9-science-earth-and-space-climate-science,Science,9,28,0,0,0,0,false,,,Intro: Climate Science (Grade 9)
947,9-science-earth-and-space-geology-minerals-rocks,Science,9,32,0,0,0,0,false,,,Intro: Geology (minerals/rocks) (Grade 9)
948,9-science-engineering-practices-computational-modeling-intro,Science,9,24,0,0,0,0,false,,,Intro: Computational Modeling (intro) (Grade 9)
949,9-science-engineering-practices-experiment-design-and-statistics-in-labs,Science,9,20,0,0,0,0,false,,,Intro: Experiment Design & Statistics in Labs (Grade 9)
950,9-science-engineering-practices-systems-design,Science,9,32,0,0,0,0,false,,,Intro: Systems Design (Grade 9)
951,9-science-life-science-biochemistry-intro,Science,9,28,0,0,0,0,false,,,Intro: Biochemistry (intro) (Grade 9)
952,9-science-life-science-ecology-population-community,Science,9,24,0,0,0,0,false,,,Intro: Ecology (population/community) (Grade 9)
953,9-science-life-science-evolution-advanced,Science,9,24,0,0,0,0,false,,,Intro: Evolution (advanced) (Grade 9)
954,9-science-life-science-molecular-genetics,Science,9,16,0,0,0,0,false,,,Intro: Molecular Genetics (Grade 9)
955,9-science-life-science-physiology,Science,9,24,0,0,0,0,false,,,Intro: Physiology (Grade 9)
956,9-science-physical-science-chemistry-stoichiometry-equilibrium-acids-bases,Science,9,28,0,0,0,0,false,,,Intro: Chemistry: Stoichiometry/Equilibrium/Acids-Bases (Grade 9)
957,9-science-physical-science-electricity-and-magnetism,Science,9,24,0,0,0,0,false,,,Intro: Electricity & Magnetism (Grade 9)
958,9-science-physical-science-mechanics,Science,9,20,0,0,0,0,false,,,Intro: Mechanics (Grade 9)
959,9-science-physical-science-thermodynamics,Science,9,28,0,0,0,0,false,,,Intro: Thermodynamics (Grade 9)
960,9-science-physical-science-waves-and-optics,Science,9,24,0,0,0,0,false,,,Intro: Waves & Optics (Grade 9)
961,9-social-studies-civics-and-government-comparative-government,Social Studies,9,24,0,0,0,0,false,,,Intro: Comparative Government (Grade 9)
962,9-social-studies-civics-and-government-us-government-institutions-policy,Social Studies,9,24,0,0,0,0,false,,,"Intro: US Government (institutions, policy) (Grade 9)"
963,9-social-studies-economics-and-financial-literacy-macro-micro-openstax-where-applicable,Social Studies,9,20,0,0,0,0,false,,,Intro: Macro/Micro (OpenStax where applicable) (Grade 9)
964,9-social-studies-economics-and-financial-literacy-personal-finance-taxes-credit,Social Studies,9,24,0,0,0,0,false,,,"Intro: Personal Finance (taxes, credit) (Grade 9)"
965,9-social-studies-us-history-thematic-ap-style-depth-pd-docs,Social Studies,9,28,0,0,0,0,false,,,Intro: Thematic/AP-style depth (PD docs) (Grade 9)
1238,1-english-language-arts-reading-informational-simple-nonfiction-animals-places,English Language Arts,1,16,0,0,0,0,false,,,"Simple Nonfiction (animals, places) Launch Lesson"
1239,10-english-language-arts-reading-informational-literary-nonfiction-pd-open,English Language Arts,10,24,0,0,0,0,false,,,Literary Nonfiction (PD/open) Launch Lesson
1240,10-english-language-arts-reading-informational-primary-sources-pd,English Language Arts,10,20,0,0,0,0,false,,,Primary Sources (PD) Launch Lesson
1241,10-english-language-arts-reading-informational-rhetoric-and-argument,English Language Arts,10,16,0,0,0,0,false,,,Rhetoric & Argument Launch Lesson
1242,11-english-language-arts-reading-informational-literary-nonfiction-pd-open,English Language Arts,11,24,0,0,0,0,false,,,Literary Nonfiction (PD/open) Launch Lesson
1243,11-english-language-arts-reading-informational-primary-sources-pd,English Language Arts,11,20,0,0,0,0,false,,,Primary Sources (PD) Launch Lesson
1244,11-english-language-arts-reading-informational-rhetoric-and-argument,English Language Arts,11,16,0,0,0,0,false,,,Rhetoric & Argument Launch Lesson
1245,12-english-language-arts-reading-informational-literary-nonfiction-pd-open,English Language Arts,12,24,0,0,0,0,false,,,Literary Nonfiction (PD/open) Launch Lesson
1246,12-english-language-arts-reading-informational-primary-sources-pd,English Language Arts,12,20,0,0,0,0,false,,,Primary Sources (PD) Launch Lesson
1247,12-english-language-arts-reading-informational-rhetoric-and-argument,English Language Arts,12,16,0,0,0,0,false,,,Rhetoric & Argument Launch Lesson
1248,2-english-language-arts-reading-informational-simple-nonfiction-animals-places,English Language Arts,2,16,0,0,0,0,false,,,"Simple Nonfiction (animals, places) Launch Lesson"
1261,9-english-language-arts-reading-informational-literary-nonfiction-pd-open,English Language Arts,9,24,0,0,0,0,false,,,Literary Nonfiction (PD/open) Launch Lesson
1262,9-english-language-arts-reading-informational-primary-sources-pd,English Language Arts,9,20,0,0,0,0,false,,,Primary Sources (PD) Launch Lesson
1263,9-english-language-arts-reading-informational-rhetoric-and-argument,English Language Arts,9,16,0,0,0,0,false,,,Rhetoric & Argument Launch Lesson
1264,k-english-language-arts-reading-informational-simple-nonfiction-animals-places,English Language Arts,K,16,0,0,0,0,false,,,"Simple Nonfiction (animals, places) Launch Lesson"
1265,1-english-language-arts-reading-literature-fables-and-folktales-pd,English Language Arts,1,16,0,0,0,0,false,,,Fables & Folktales (PD) Launch Lesson
1266,1-english-language-arts-reading-literature-picture-books-pd,English Language Arts,1,8,0,0,0,0,false,,,Picture Books (PD) Launch Lesson
1267,1-english-language-arts-reading-literature-poetry-short-forms,English Language Arts,1,16,0,0,0,0,false,,,Poetry (short forms) Launch Lesson
1268,10-english-language-arts-reading-literature-american-british-lit-pd-works,English Language Arts,10,24,0,0,0,0,false,,,American/British Lit (PD works) Launch Lesson
1269,10-english-language-arts-reading-literature-poetry-drama-pd,English Language Arts,10,24,0,0,0,0,false,,,Poetry/Drama (PD) Launch Lesson
1270,10-english-language-arts-reading-literature-world-lit-pd-where-possible,English Language Arts,10,24,0,0,0,0,false,,,World Lit (PD where possible) Launch Lesson
1271,11-english-language-arts-reading-literature-american-british-lit-pd-works,English Language Arts,11,24,0,0,0,0,false,,,American/British Lit (PD works) Launch Lesson
1272,11-english-language-arts-reading-literature-poetry-drama-pd,English Language Arts,11,24,0,0,0,0,false,,,Poetry/Drama (PD) Launch Lesson
1273,11-english-language-arts-reading-literature-world-lit-pd-where-possible,English Language Arts,11,24,0,0,0,0,false,,,World Lit (PD where possible) Launch Lesson
1274,12-english-language-arts-reading-literature-american-british-lit-pd-works,English Language Arts,12,24,0,0,0,0,false,,,American/British Lit (PD works) Launch Lesson
